product,type,fired at (UTC),change %,old,new,delivery,delivery error
HP 15 - i5,offer_change,2026-07-18T17:01:18.047Z,,"{""offers"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 1000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,700 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 1750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 1000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 1000 off""}]}","{""added"":[],""price"":54990,""offers"":[],""removed"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 1000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,700 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 1750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 1000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 1000 off""}]}",delivered,
iPhone 17,back_in_stock,2026-07-18T17:13:36.327Z,,"{""stockStatus"":""out_of_stock""}","{""price"":80900,""stockStatus"":""in_stock""}",delivered,
Lenovo LOQ Ryzen 5,offer_change,2026-07-18T17:23:40.525Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1540 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,850 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 3850 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1540 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 3850 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[],""price"":76990,""offers"":[],""removed"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1540 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,850 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 3850 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1540 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 3850 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}",delivered,
T4x 5G,offer_change,2026-07-18T17:25:41.940Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 950 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 950 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 950 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[],""price"":18999,""offers"":[],""removed"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 950 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 950 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 950 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}",delivered,
Lenovo LOQ - i5,offer_change,2026-07-18T17:27:23.488Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[],""price"":98448,""offers"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}],""removed"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""}]}",delivered,
Lenovo LOQ - i5,price_change,2026-07-18T17:27:23.488Z,0.78,"{""price"":97690}","{""price"":98448}",delivered,
Lenovo Yoga - Ultra 9,offer_change,2026-07-18T17:31:21.901Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[],""price"":110990,""offers"":[],""removed"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}",delivered,
HP Victus - Ryzen 7,offer_change,2026-07-18T17:31:46.129Z,,"{""offers"":[]}","{""added"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 3000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 7,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 3750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 3000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 3000 off""}],""price"":119990,""offers"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 3000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 7,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 3750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 3000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 3000 off""}],""removed"":[]}",delivered,
Redmi A7 Pro,offer_change,2026-07-18T17:33:14.213Z,,"{""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""}],""price"":13999,""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[]}",delivered,
HP 15 - i5,offer_change,2026-07-18T17:33:52.553Z,,"{""offers"":[]}","{""added"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 1000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,700 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 1750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 1000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 1000 off""}],""price"":54990,""offers"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 1000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 3,700 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 1750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1100 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 3700 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 1000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 1000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 1000 off""}],""removed"":[]}",delivered,
